id,borough,neighborhood,block,lot,easement,units,land_sqft,gross_sqft,year_built,sale_price
17764,1,UPPER WEST SIDE (96-116),1871,1046, ,1, -  , -  ,2006, -  
17766,1,UPPER WEST SIDE (96-116),1871,1068, ,1, -  , -  ,2006, -  
17767,1,UPPER WEST SIDE (96-116),1871,1110, ,1, -  , -  ,2005,1775000
17768,1,UPPER WEST SIDE (96-116),1871,1121, ,1, -  , -  ,2005,2750000
17771,1,UPPER WEST SIDE (96-116),1871,1145, ,1, -  , -  ,2005,2675000
17772,1,UPPER WEST SIDE (96-116),1871,1159, ,1, -  , -  ,2005,4575000
17773,1,UPPER WEST SIDE (96-116),1871,1163, ,1, -  , -  ,2005, -  
17774,1,UPPER WEST SIDE (96-116),1876,1013, ,1, -  , -  ,1930, -  
17775,1,UPPER WEST SIDE (96-116),1878,1052, ,1, -  , -  ,0,3400000
17776,1,UPPER WEST SIDE (96-116),1880,1027, ,1, -  , -  ,1925,407000
17777,1,UPPER WEST SIDE (96-116),1880,1037, ,1, -  , -  ,1925, -  
17779,1,UPPER WEST SIDE (96-116),1881,1008, ,1, -  , -  ,1909,470000
17780,1,UPPER WEST SIDE (96-116),1881,1013, ,1, -  , -  ,1909, -  
17781,1,UPPER WEST SIDE (96-116),1881,1021, ,1, -  , -  ,1909, -  
17782,1,UPPER WEST SIDE (96-116),1881,1063, ,1, -  , -  ,1909,722000
17783,1,UPPER WEST SIDE (96-116),1881,1079, ,1, -  , -  ,1909,475000
17785,1,UPPER WEST SIDE (96-116),1881,1143, ,1, -  , -  ,1909,740000
17786,1,UPPER WEST SIDE (96-116),1881,1204, ,1, -  , -  ,1911, -  
17787,1,UPPER WEST SIDE (96-116),1881,1207, ,1, -  , -  ,1911,1585000
17788,1,UPPER WEST SIDE (96-116),1881,1213, ,1, -  , -  ,1911,1562500
17789,1,UPPER WEST SIDE (96-116),1881,1221, ,1, -  , -  ,1911, -  
17790,1,UPPER WEST SIDE (96-116),1881,1222, ,1, -  , -  ,1911, -  
17792,1,UPPER WEST SIDE (96-116),1881,1330, ,1, -  , -  ,0,1825000
17793,1,UPPER WEST SIDE (96-116),1882,1020, ,1, -  , -  ,1920,1195000
17794,1,UPPER WEST SIDE (96-116),1882,1029, ,1, -  , -  ,1920,715000
17795,1,UPPER WEST SIDE (96-116),1882,1145, ,1, -  , -  ,2005,1800000
17796,1,UPPER WEST SIDE (96-116),1882,1150, ,1, -  , -  ,2005,2575000
17797,1,UPPER WEST SIDE (96-116),1882,1159, ,1, -  , -  ,2005,1460000
17798,1,UPPER WEST SIDE (96-116),1882,1162, ,1, -  , -  ,2005,1745000
17799,1,UPPER WEST SIDE (96-116),1882,1170, ,1, -  , -  ,2005,920000
17800,1,UPPER WEST SIDE (96-116),1882,1184, ,1, -  , -  ,2005,980000
17801,1,UPPER WEST SIDE (96-116),1887,1009, ,1, -  , -  ,1920,1435000
17803,1,UPPER WEST SIDE (96-116),1888,1012, ,1, -  , -  ,0, -  
17804,1,UPPER WEST SIDE (96-116),1888,1021, ,1, -  , -  ,0,1349000
17805,1,UPPER WEST SIDE (96-116),1888,1147, ,1, -  , -  ,1920, -  
17806,1,UPPER WEST SIDE (96-116),1888,1149, ,1, -  , -  ,1920, -  
17807,1,UPPER WEST SIDE (96-116),1888,1216, ,1, -  , -  ,1940, -  
17808,1,UPPER WEST SIDE (96-116),1888,1224, ,1, -  , -  ,1940,1225000
17813,1,UPPER WEST SIDE (96-116),1888,1333, ,1, -  , -  ,1920,4734862
17814,1,UPPER WEST SIDE (96-116),1888,1345, ,1, -  , -  ,1920,5391633
17816,1,UPPER WEST SIDE (96-116),1888,1356, ,1, -  , -  ,1920,3462050
17817,1,UPPER WEST SIDE (96-116),1889,1049, ,1, -  , -  ,0, -  
17818,1,UPPER WEST SIDE (96-116),1889,1061, ,1, -  , -  ,0,2800000
17820,1,UPPER WEST SIDE (96-116),1889,1208, ,1, -  , -  ,1930,3040000
17821,1,UPPER WEST SIDE (96-116),1889,1235, ,1, -  , -  ,1930,1399894
17822,1,UPPER WEST SIDE (96-116),1889,1252, ,1, -  , -  ,1930,3075000
17823,1,UPPER WEST SIDE (96-116),1889,1287, ,1, -  , -  ,1930,2900000
17825,1,UPPER WEST SIDE (96-116),1891,1129, ,1, -  , -  ,0,1995000
17826,1,UPPER WEST SIDE (96-116),1891,1143, ,1, -  , -  ,0,3175000
17828,1,UPPER WEST SIDE (96-116),1893,1138, ,1, -  , -  ,1922,2200000
17830,1,UPPER WEST SIDE (96-116),1869,1007, ,0, -  , -  ,1901,1556000
17831,1,UPPER WEST SIDE (96-116),1870,1107, ,0, -  , -  ,1911,1515000
17832,1,UPPER WEST SIDE (96-116),1870,1107, ,0, -  , -  ,1911,1650000
17833,1,UPPER WEST SIDE (96-116),1870,1107, ,0, -  , -  ,1911,2876006
17834,1,UPPER WEST SIDE (96-116),1870,1107, ,0, -  , -  ,1911,2199000
17835,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,366000
17836,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,397000
17837,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910, -  
17838,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,375000
17839,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,732000
17840,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,1150000
17841,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,320000
17842,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,395000
17843,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,1292254
17844,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,390000
17845,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,690000
17846,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,511282
17847,1,UPPER WEST SIDE (96-116),1874,1002, ,0, -  , -  ,1910,665000
17848,1,UPPER WEST SIDE (96-116),1883,1002, ,0, -  , -  ,1930,640000
17849,1,UPPER WEST SIDE (96-116),1883,1002, ,0, -  , -  ,1930,519750
17850,1,UPPER WEST SIDE (96-116),1883,1002, ,0, -  , -  ,1930,580000
17851,1,UPPER WEST SIDE (96-116),1893,1002, ,0, -  , -  ,1920,2410000
17853,1,UPPER WEST SIDE (96-116),1893,1002, ,0, -  , -  ,1920,930000
17855,1,UPPER WEST SIDE (96-116),1893,1002, ,0, -  , -  ,1920,884000
17856,1,UPPER WEST SIDE (96-116),1893,1002, ,0, -  , -  ,1920,1394000
17859,1,UPPER WEST SIDE (96-116),1862,7, ,2,4541,9041,1900, -  
17860,1,UPPER WEST SIDE (96-116),1883,1005, ,1, -  , -  ,1930,850000
17861,1,UPPER WEST SIDE (96-116),1881,1377, ,1, -  , -  ,1900,18072
17863,1,UPPER WEST SIDE (96-116),1882,1108, ,1, -  , -  ,2005, -  
17864,1,UPPER WEST SIDE (96-116),1882,1112, ,1, -  , -  ,2005, -  
17865,1,UPPER WEST SIDE (96-116),1882,1133, ,1, -  , -  ,2005,14000
17866,1,WASHINGTON HEIGHTS LOWER,2108,64, ,2,1070,1656,1901,700000
17867,1,WASHINGTON HEIGHTS LOWER,2109,97, ,1,1911,3925,1899, -  
17869,1,WASHINGTON HEIGHTS LOWER,2119,121, ,2,1599,2500,1900,1700000
17871,1,WASHINGTON HEIGHTS LOWER,2125,29, ,2,2375,3225,1925, -  
17872,1,WASHINGTON HEIGHTS LOWER,2125,29, ,2,2375,3225,1925,2200000
17873,1,WASHINGTON HEIGHTS LOWER,2134,157, ,2,1873,3240,1899, -  
17876,1,WASHINGTON HEIGHTS LOWER,2122,181, ,3,1632,3580,1913, -  
17877,1,WASHINGTON HEIGHTS LOWER,2131,137, ,3,1704,2592,1901,816425
17878,1,WASHINGTON HEIGHTS LOWER,2107,11, ,8,1326,3308,1900, -  
17879,1,WASHINGTON HEIGHTS LOWER,2107,110, ,8,1168,3152,1900, -  
17880,1,WASHINGTON HEIGHTS LOWER,2115,47, ,46,4996,19740,1900,9000000
17881,1,WASHINGTON HEIGHTS LOWER,2117,17, ,10,2505,9685,1913,5355000
17882,1,WASHINGTON HEIGHTS LOWER,2117,18, ,10,2498,9685,1913, -  
17883,1,WASHINGTON HEIGHTS LOWER,2117,19, ,10,2498,9685,1913,5500000
17884,1,WASHINGTON HEIGHTS LOWER,2117,20, ,20,2498,9685,1913,4000000
17886,1,WASHINGTON HEIGHTS LOWER,2117,22, ,10,2498,9685,1913,4100000
17887,1,WASHINGTON HEIGHTS LOWER,2126,53, ,8,2040,6445,2013,2850000
17888,1,WASHINGTON HEIGHTS LOWER,2127,48, ,32,5000,21600,1910,13000000
17890,1,WASHINGTON HEIGHTS LOWER,2130,152, ,7,1800,2817,1896,1350000
17891,1,WASHINGTON HEIGHTS LOWER,2133,26, ,30,5645,24144,1914,14100000
17892,1,WASHINGTON HEIGHTS LOWER,2133,28, ,30,5645,24144,1914, -  
17893,1,WASHINGTON HEIGHTS LOWER,2136,45, ,30,6767,28002,1918, -  
17894,1,WASHINGTON HEIGHTS LOWER,2142,61, ,31,7315,26005,1914,9850000
17895,1,WASHINGTON HEIGHTS LOWER,2115,21, ,44,7091,42546,1928,15150000
17897,1,WASHINGTON HEIGHTS LOWER,2121,24, ,42,13974,51550,1920,21150000
17898,1,WASHINGTON HEIGHTS LOWER,2122,21, ,44,10492,45624,1910,12000000
17899,1,WASHINGTON HEIGHTS LOWER,2122,48, ,43,9992,44868,1910,17500000
17900,1,WASHINGTON HEIGHTS LOWER,2125,53, ,84,9500,40185,1929,18200000
17901,1,WASHINGTON HEIGHTS LOWER,2125,53, ,84,9500,40185,1929, -  
17903,1,WASHINGTON HEIGHTS LOWER,2130,9, ,42,7500,31860,1920,11600000
17904,1,WASHINGTON HEIGHTS LOWER,2136,20, ,42,15464,56190,1920,23738428
17905,1,WASHINGTON HEIGHTS LOWER,2136,106, ,60,16335,75852,1920,20441978
17906,1,WASHINGTON HEIGHTS LOWER,2136,140, ,52,14280,71418,1950, -  
17907,1,WASHINGTON HEIGHTS LOWER,2137,40, ,75,14400,66138,1920,23009004
17908,1,WASHINGTON HEIGHTS LOWER,2137,46, ,46,15504,68178,1920,18000000
17909,1,WASHINGTON HEIGHTS LOWER,2137,91, ,65,16650,72090,1930,16310588
17910,1,WASHINGTON HEIGHTS LOWER,2139,277, ,95,26075,124789,1941,41000000
17911,1,WASHINGTON HEIGHTS LOWER,2139,500, ,49,14254,70980,1924, -  
17913,1,WASHINGTON HEIGHTS LOWER,2108,35, ,0, -  , -  ,1910,350000
17915,1,WASHINGTON HEIGHTS LOWER,2110,76, ,20,5617,19270,1920, -  
17916,1,WASHINGTON HEIGHTS LOWER,2110,76, ,0, -  , -  ,1920, -  
17917,1,WASHINGTON HEIGHTS LOWER,2114,19, ,0, -  , -  ,1900, -  
17918,1,WASHINGTON HEIGHTS LOWER,2114,19, ,0, -  , -  ,1900,185000
17919,1,WASHINGTON HEIGHTS LOWER,2114,21, ,10,2498,9355,1910,90000
17920,1,WASHINGTON HEIGHTS LOWER,2114,21, ,0, -  , -  ,1910,220000
17921,1,WASHINGTON HEIGHTS LOWER,2114,21, ,0, -  , -  ,1910,90000
17922,1,WASHINGTON HEIGHTS LOWER,2114,30, ,0, -  , -  ,1908,92000
17923,1,WASHINGTON HEIGHTS LOWER,2114,30, ,0, -  , -  ,1908,150000
17924,1,WASHINGTON HEIGHTS LOWER,2114,30, ,0, -  , -  ,1908,140000
17926,1,WASHINGTON HEIGHTS LOWER,2114,30, ,0, -  , -  ,1908,120000
17927,1,WASHINGTON HEIGHTS LOWER,2115,40, ,0, -  , -  ,1930,200000
17928,1,WASHINGTON HEIGHTS LOWER,2115,40, ,0, -  , -  ,1930,230000
17929,1,WASHINGTON HEIGHTS LOWER,2116,45, ,0, -  , -  ,1905,370000
17930,1,WASHINGTON HEIGHTS LOWER,2116,45, ,0, -  , -  ,1905,370000
17931,1,WASHINGTON HEIGHTS LOWER,2116,45, ,0, -  , -  ,1905,445000
17932,1,WASHINGTON HEIGHTS LOWER,2116,45, ,0, -  , -  ,1905,370000
17933,1,WASHINGTON HEIGHTS LOWER,2119,56, ,0, -  , -  ,1910, -  
17936,1,WASHINGTON HEIGHTS LOWER,2107,14, ,0, -  , -  ,1910,427000
17937,1,WASHINGTON HEIGHTS LOWER,2107,14, ,0, -  , -  ,1910,351000
17938,1,WASHINGTON HEIGHTS LOWER,2115,11, ,0, -  , -  ,1910,550000
17939,1,WASHINGTON HEIGHTS LOWER,2115,11, ,0, -  , -  ,1910,572500
17940,1,WASHINGTON HEIGHTS LOWER,2126,1, ,0, -  , -  ,1910, -  
17941,1,WASHINGTON HEIGHTS LOWER,2126,1, ,0, -  , -  ,1910,530000
17942,1,WASHINGTON HEIGHTS LOWER,2126,1, ,0, -  , -  ,1910,119500
17944,1,WASHINGTON HEIGHTS LOWER,2126,1, ,0, -  , -  ,1910, -  
17946,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,631000
17947,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,400250
17948,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,665000
17949,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,1070000
17950,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,400000
17951,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,550000
17952,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,1200000
17953,1,WASHINGTON HEIGHTS LOWER,2134,71, ,0, -  , -  ,1930,665000
17954,1,WASHINGTON HEIGHTS LOWER,2134,105, ,0, -  , -  ,1910, -  
17955,1,WASHINGTON HEIGHTS LOWER,2134,195, ,0, -  , -  ,1920,2100000
17956,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,1100000
17957,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,620000
17959,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,645000
17960,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,599000
17961,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941, -  
17962,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,999000
17963,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,999000
17964,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,330000
17966,1,WASHINGTON HEIGHTS LOWER,2135,60, ,0, -  , -  ,1941,830000
17967,1,WASHINGTON HEIGHTS LOWER,2136,18, ,0, -  , -  ,1921,286000
17968,1,WASHINGTON HEIGHTS LOWER,2136,36, ,0, -  , -  ,1920,805000
17969,1,WASHINGTON HEIGHTS LOWER,2136,36, ,0, -  , -  ,1920,720000
17970,1,WASHINGTON HEIGHTS LOWER,2136,36, ,0, -  , -  ,1920,499000
17971,1,WASHINGTON HEIGHTS LOWER,2136,36, ,0, -  , -  ,1920,660000
17973,1,WASHINGTON HEIGHTS LOWER,2136,36, ,0, -  , -  ,1920, -  
17974,1,WASHINGTON HEIGHTS LOWER,2136,50, ,0, -  , -  ,1912,268000
17975,1,WASHINGTON HEIGHTS LOWER,2136,50, ,0, -  , -  ,1912,400000
17976,1,WASHINGTON HEIGHTS LOWER,2136,86, ,0, -  , -  ,1914, -  
17978,1,WASHINGTON HEIGHTS LOWER,2136,86, ,0, -  , -  ,1914,470000
17979,1,WASHINGTON HEIGHTS LOWER,2139,214, ,0, -  , -  ,1925,390000
17980,1,WASHINGTON HEIGHTS LOWER,2139,214, ,0, -  , -  ,1925,560000
17981,1,WASHINGTON HEIGHTS LOWER,2139,214, ,0, -  , -  ,1925, -  
17982,1,WASHINGTON HEIGHTS LOWER,2139,523, ,0, -  , -  ,1923,785000
17983,1,WASHINGTON HEIGHTS LOWER,2139,530, ,0, -  , -  ,1923,1279000
17984,1,WASHINGTON HEIGHTS LOWER,2139,530, ,0, -  , -  ,1923,585000
17985,1,WASHINGTON HEIGHTS LOWER,2139,530, ,0, -  , -  ,1923,875000
17986,1,WASHINGTON HEIGHTS LOWER,2111,1010, ,1, -  , -  ,2012,628000
17987,1,WASHINGTON HEIGHTS LOWER,2111,1029, ,1, -  , -  ,2012,530000
17988,1,WASHINGTON HEIGHTS LOWER,2132,1007, ,1, -  , -  ,0,695000
17990,1,WASHINGTON HEIGHTS LOWER,2132,1015, ,1, -  , -  ,0, -  
17991,1,WASHINGTON HEIGHTS LOWER,2132,1023, ,1, -  , -  ,0,895000
17992,1,WASHINGTON HEIGHTS LOWER,2132,1026, ,1, -  , -  ,0,620000
17993,1,WASHINGTON HEIGHTS LOWER,2132,1031, ,1, -  , -  ,0,950000
17994,1,WASHINGTON HEIGHTS LOWER,2134,1113, ,1, -  , -  ,1920,610000
17995,1,WASHINGTON HEIGHTS LOWER,2134,1124, ,1, -  , -  ,1920,527580
17996,1,WASHINGTON HEIGHTS LOWER,2134,1126, ,1, -  , -  ,1920,701500
17997,1,WASHINGTON HEIGHTS LOWER,2134,1145, ,1, -  , -  ,1920,565000
17998,1,WASHINGTON HEIGHTS LOWER,2134,1242, ,1, -  , -  ,0,1325000
17999,1,WASHINGTON HEIGHTS LOWER,2134,1290, ,1, -  , -  ,0,882984
18000,1,WASHINGTON HEIGHTS LOWER,2134,1447, ,1, -  , -  ,1900,755000
18001,1,WASHINGTON HEIGHTS LOWER,2134,1453, ,1, -  , -  ,1900,500000
18002,1,WASHINGTON HEIGHTS LOWER,2134,1524, ,1, -  , -  ,1920,420000
18003,1,WASHINGTON HEIGHTS LOWER,2134,1537, ,1, -  , -  ,1920,446000
18004,1,WASHINGTON HEIGHTS LOWER,2134,1551, ,1, -  , -  ,1920,908212
18005,1,WASHINGTON HEIGHTS LOWER,2134,1558, ,1, -  , -  ,1920,420000
18007,1,WASHINGTON HEIGHTS LOWER,2134,1623, ,1, -  , -  ,1920,502500
18009,1,WASHINGTON HEIGHTS LOWER,2136,1026, ,1, -  , -  ,0,625000
18010,1,WASHINGTON HEIGHTS LOWER,2107,9, ,6,1088,3068,1900,1515000
18011,1,WASHINGTON HEIGHTS LOWER,2108,9, ,4,920,3320,1899,1130000
18012,1,WASHINGTON HEIGHTS LOWER,2143,33, ,1,5458,5458,1927, -  
18013,1,WASHINGTON HEIGHTS LOWER,2121,1, ,0,10560, -  ,0, -  
18014,1,WASHINGTON HEIGHTS LOWER,2111,1006, ,1, -  , -  ,2012,676500
18015,1,WASHINGTON HEIGHTS LOWER,2132,1038, ,1, -  , -  ,0, -  
18016,1,WASHINGTON HEIGHTS LOWER,2132,1042, ,1, -  , -  ,0, -  
18017,1,WASHINGTON HEIGHTS UPPER,2152,159, ,2,1600,2304,1901,940000
18018,1,WASHINGTON HEIGHTS UPPER,2157,85, ,2,1667,2544,1899,911460
18019,1,WASHINGTON HEIGHTS UPPER,2152,39, ,20,5000,17450,1909,5075000
18020,1,WASHINGTON HEIGHTS UPPER,2152,39, ,20,5000,17450,1909, -  
18021,1,WASHINGTON HEIGHTS UPPER,2152,41, ,20,5000,17450,1909,4500000
18023,1,WASHINGTON HEIGHTS UPPER,2154,8, ,25,5250,18350,1909,7900000
18024,1,WASHINGTON HEIGHTS UPPER,2154,74, ,12,2809,9755,1905, -  
18025,1,WASHINGTON HEIGHTS UPPER,2154,76, ,12,2809,9755,1905,12350000
18026,1,WASHINGTON HEIGHTS UPPER,2154,90, ,4,1199,2590,1910,1280000
18027,1,WASHINGTON HEIGHTS UPPER,2158,62, ,52,11250,42045,1923, -  
18028,1,WASHINGTON HEIGHTS UPPER,2161,103, ,29,7500,26175,1924,4400000
18030,1,WASHINGTON HEIGHTS UPPER,2161,114, ,30,7500,25980,1923, -  
18033,1,WASHINGTON HEIGHTS UPPER,2171,26, ,25,6400,21080,1914,6975000
18034,1,WASHINGTON HEIGHTS UPPER,2171,26, ,25,6400,21080,1914, -  
18036,1,WASHINGTON HEIGHTS UPPER,2177,228, ,63,17050,54370,1924,16185560
18038,1,WASHINGTON HEIGHTS UPPER,2158,16, ,71,14231,66240,1911, -  
18040,1,WASHINGTON HEIGHTS UPPER,2163,34, ,31,7500,35582,1909,11925000
18041,1,WASHINGTON HEIGHTS UPPER,2176,123, ,57,12400,51144,1910,32000000
18042,1,WASHINGTON HEIGHTS UPPER,2177,18, ,67,12750,56850,1950,40100000
18043,1,WASHINGTON HEIGHTS UPPER,2177,23, ,56,12750,56850,1950, -  
18046,1,WASHINGTON HEIGHTS UPPER,2162,51, ,0, -  , -  ,1907, -  
18047,1,WASHINGTON HEIGHTS UPPER,2177,28, ,0, -  , -  ,1950, -  
18050,1,WASHINGTON HEIGHTS UPPER,2179,205, ,0, -  , -  ,1925,300000
18051,1,WASHINGTON HEIGHTS UPPER,2179,205, ,0, -  , -  ,1925,300000
18052,1,WASHINGTON HEIGHTS UPPER,2180,32, ,0, -  , -  ,1922,330000
18053,1,WASHINGTON HEIGHTS UPPER,2180,32, ,0, -  , -  ,1922,325000
18054,1,WASHINGTON HEIGHTS UPPER,2180,32, ,0, -  , -  ,1922,380000
18055,1,WASHINGTON HEIGHTS UPPER,2180,78, ,0, -  , -  ,1940,390000
18057,1,WASHINGTON HEIGHTS UPPER,2155,19, ,0, -  , -  ,1923,290000
18058,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,460000
18059,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,277000
18060,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,250000
18061,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,230000
18062,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,480000
18063,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,264000
18064,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951, -  
18065,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,440000
18066,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,299000
18067,1,WASHINGTON HEIGHTS UPPER,2171,12, ,0, -  , -  ,1951,332000
18069,1,WASHINGTON HEIGHTS UPPER,2171,120, ,0, -  , -  ,1920,337000
18070,1,WASHINGTON HEIGHTS UPPER,2171,120, ,0, -  , -  ,1920,289000
18071,1,WASHINGTON HEIGHTS UPPER,2171,120, ,0, -  , -  ,1920,427000
18072,1,WASHINGTON HEIGHTS UPPER,2175,32, ,0, -  , -  ,1925,260000
18074,1,WASHINGTON HEIGHTS UPPER,2175,32, ,0, -  , -  ,1925,395000
18075,1,WASHINGTON HEIGHTS UPPER,2175,32, ,0, -  , -  ,1925,375000
18076,1,WASHINGTON HEIGHTS UPPER,2177,87, ,0, -  , -  ,1910, -  
18078,1,WASHINGTON HEIGHTS UPPER,2177,118, ,0, -  , -  ,1909,300000
18079,1,WASHINGTON HEIGHTS UPPER,2177,118, ,0, -  , -  ,1909,355000
18080,1,WASHINGTON HEIGHTS UPPER,2177,118, ,0, -  , -  ,1909,345000
18081,1,WASHINGTON HEIGHTS UPPER,2177,154, ,0, -  , -  ,1910,299000
18082,1,WASHINGTON HEIGHTS UPPER,2177,154, ,0, -  , -  ,1910,485000
18083,1,WASHINGTON HEIGHTS UPPER,2177,166, ,0, -  , -  ,1920,550000
18085,1,WASHINGTON HEIGHTS UPPER,2177,175, ,0, -  , -  ,1923,360000
18087,1,WASHINGTON HEIGHTS UPPER,2177,175, ,0, -  , -  ,1923,755000
18089,1,WASHINGTON HEIGHTS UPPER,2177,175, ,0, -  , -  ,1923,758000
18092,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,315000
18094,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,422000
18096,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,239000
18097,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,400000
18098,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,5250000
18100,1,WASHINGTON HEIGHTS UPPER,2177,234, ,0, -  , -  ,1951,390000
18102,1,WASHINGTON HEIGHTS UPPER,2177,242, ,0, -  , -  ,1916,725000
18103,1,WASHINGTON HEIGHTS UPPER,2179,1, ,0, -  , -  ,1917,445000
18104,1,WASHINGTON HEIGHTS UPPER,2179,1, ,0, -  , -  ,1917,490000
18105,1,WASHINGTON HEIGHTS UPPER,2179,1, ,0, -  , -  ,1917,570000
18106,1,WASHINGTON HEIGHTS UPPER,2179,1, ,0, -  , -  ,1917,290000
18107,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,355000
18108,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,615000
18109,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,369000
18110,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,812500
18111,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1350000
18112,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,525000
18114,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1225000
18116,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,625000
18118,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1250000
18119,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,745000
18120,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,619000
18121,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,625000
18122,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,622000
18123,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,381000
18124,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939, -  
18125,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1290000
18126,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1250000
18127,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1335000
18128,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,705000
18129,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,1817500
18131,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,662000
18132,1,WASHINGTON HEIGHTS UPPER,2179,10, ,0, -  , -  ,1939,860000
18133,1,WASHINGTON HEIGHTS UPPER,2179,112, ,0, -  , -  ,1927,525000
18134,1,WASHINGTON HEIGHTS UPPER,2179,112, ,0, -  , -  ,1927,650000
18136,1,WASHINGTON HEIGHTS UPPER,2179,158, ,0, -  , -  ,1920,667000
18139,1,WASHINGTON HEIGHTS UPPER,2179,170, ,0, -  , -  ,1925,879000
18140,1,WASHINGTON HEIGHTS UPPER,2179,170, ,0, -  , -  ,1925,565000
18141,1,WASHINGTON HEIGHTS UPPER,2179,170, ,0, -  , -  ,1925,525000
18144,1,WASHINGTON HEIGHTS UPPER,2179,170, ,0, -  , -  ,1925,525000
18145,1,WASHINGTON HEIGHTS UPPER,2179,170, ,0, -  , -  ,1925,590000
