,company,dropoff_census_tract,dropoff_centroid_latitude,dropoff_centroid_location,dropoff_centroid_longitude,dropoff_community_area,extras,fare,payment_type,pickup_census_tract,pickup_centroid_latitude,pickup_centroid_location,pickup_centroid_longitude,pickup_community_area,taxi_id,tips,tolls,trip_end_timestamp,trip_id,trip_miles,trip_seconds,trip_start_timestamp,trip_total,PickupHour,PickupMin,PickupTime
279,Choice Taxi Association,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,1,12,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,6c89c8facede5678b7ac1050e6e19aba2730b47c7780989f90babd67fe24cd70634353b4948465b025348099a4511a7b21bd3e7d81b643a2a9208e35d55d7a3e,0,0,2017-07-07T00:45:00.000,f6919566f90b843015e23c301b49706382c976c7,3.3,900,2017-07-07T00:30:00.000,13,,,
280,,,41.87400538,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",-87.66351755,28,0,13.25,Credit Card,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,330a881b0f3d1450ebb5825aec2551ee4cd5f7c309312bb787e686b5d1dd71b161c481cfbaa49f901f266b5db69987b1b7b9f78e48fc365bc832a82ba86e36b4,5,0,2017-07-07T01:00:00.000,f764b91d575fe290f431770abad9ff7a1e2c5032,3.1,1200,2017-07-07T00:30:00.000,18.75,,,
281,,,41.96581197,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",-87.65587879,3,0,7.5,Credit Card,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,1d3d71ae4ecc5c8243d1ab4c6bc69627c5ada2cbacaf423415c566d7c369476819008c9c3085b0c9b4601fb1aa2578c72cb5b9580e31fcdbfe100b4ce1884aae,2,0,2017-07-07T00:45:00.000,f844e2f785d52497137e1a1fd82df24c864ee9b1,1.5,480,2017-07-07T00:30:00.000,10,,,
282,,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,0,10,Credit Card,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,354fafd255c37a15b0c8f6f67d810b3e5374f54ebbadb9ba170319e9df32e3745eb1a1f99568bede724b24a963e774e43fc04f971aebba2ae60693cb834e5e98,3,0,2017-07-07T00:30:00.000,fb4b9928561b336077165bc11a27311a0b5888ca,2.83,412,2017-07-07T00:30:00.000,13.5,,,
283,Top Cab Affiliation,17031330100,41.85934972,"{'type': 'Point', 'coordinates': [-87.6173580061, 41.859349715]}",-87.61735801,33,1,11.5,Cash,17031081500,41.89250778,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",-87.62621491,8,e582bdc2b107b7199f911e7e6081b3c5ba6e936fe85cef961aa53514b90ff63d88fbb5725e19a9c16957ae421e5983a9860a10b5f15703675a4bae3dac9020e0,0,0,2017-07-07T00:45:00.000,fd47f67fdf0996d0fa895a7f26f5fd0388661661,3.6,420,2017-07-07T00:30:00.000,12.5,,,
284,Taxi Affiliation Services,,41.96581197,"{'type': 'Point', 'coordinates': [-87.6558787862, 41.96581197]}",-87.65587879,3,0,7.5,Cash,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,8c7260861e0560c873f2103ed2f2fdf7135e0099ee9c83a07edcc8604d054d3c6a05f7bb0672cadaf051ab00d6246bc29c3d7cbce571cae9f9907ad83c6c47bb,0,0,2017-07-07T00:30:00.000,fdea0b935faec8d9303aa7dc300f9fbf0f3b149a,1.6,420,2017-07-07T00:30:00.000,7.5,,,
285,,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,0,16,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,e8b30fe3cdcf458994b6943ba607e06f31b92202cab6b738f759f564007e1381a6cc1e7da2f48c2b0ced5c9dddbdf795c762884b2f0ac46f11406772d87f1ca0,0,0,2017-07-07T00:45:00.000,789bbda0d8c29ffdc1350c29a4e266b1f2f81150,5.3,240,2017-07-07T00:45:00.000,16,,,
286,,17031081800,41.89321636,"{'type': 'Point', 'coordinates': [-87.6378442095, 41.8932163595]}",-87.63784421,8,0,5.75,Cash,17031080202,41.90585777,"{'type': 'Point', 'coordinates': [-87.6308650266, 41.9058577688]}",-87.63086503,8,c0aa103d4801977abf28043387becdf2dc927120803c22b22efc8741642fa6f58def52abdcf1c0362749c693124adda71e2988c1ddc1bcf503078851c3871d9f,0,0,2017-07-07T01:00:00.000,292fa5e4103e8ed22710392883177ef25436a379,1.01,299,2017-07-07T00:45:00.000,5.75,,,
287,,17031070101,41.92926299,"{'type': 'Point', 'coordinates': [-87.6358909539, 41.9292629902]}",-87.63589095,7,0,14,Cash,17031320100,41.88498719,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",-87.62099291,32,e1aff5afebc38449dafb6f180ceb9f5dc86cf771aeffec64996e2033d39bdc672381805a199c1e2c088e4acada9b976e703f7736baafa2da9bfe927a4b031277,0,0,2017-07-07T01:00:00.000,02e5bdef28ebdb27cdee4a315c172930f2ff414f,4.68,597,2017-07-07T00:45:00.000,14,,,
288,1085 - 72312 N and W Cab Co,17031081500,41.89250778,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",-87.62621491,8,0,6.25,Credit Card,17031839100,41.88099447,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",-87.63274649,32,e1a41c8d6d3b0e4aa884ccb8a99f70075f76d82a7f1f5fdb22458603b24e705b13a627fe195e64b0999352c57dd2d374816b9bf3af8af4449ca6642d5b10827b,1.25,0,2017-07-07T01:00:00.000,0437a2c20c227634aa18866d6ac43b0d4f6a9a0a,1.1,360,2017-07-07T00:45:00.000,7.5,,,
289,Chicago Medallion Leasing INC,17031842300,41.89830587,"{'type': 'Point', 'coordinates': [-87.6536139825, 41.8983058696]}",-87.65361398,24,0,8,Credit Card,17031080300,41.90749193,"{'type': 'Point', 'coordinates': [-87.6357600901, 41.9074919303]}",-87.63576009,8,7004f9dda1b1804fae67792a4c71bb326246b6266451a6ba46de37543e79c8607164b246c1cd730a6721ac73073d63ca0700ed2aaf367a36b88b07fc5aad8db2,1,0,2017-07-07T01:00:00.000,0503837fc6ec12157de2b50194b52b529cf96b64,1.8,480,2017-07-07T00:45:00.000,9,,,
290,,,41.92726096,"{'type': 'Point', 'coordinates': [-87.7655016086, 41.9272609555]}",-87.76550161,19,1,21.25,Cash,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,e9cbe4386292ef926c573c0eefa3a1aa0b1448df6e19f0bee343d13c6727c7caf5d28e14cadbe384ce46cdb94d3c3712113a4e30871a22c687952b943313ebe7,0,0,2017-07-07T01:15:00.000,065ecb1bbd15b1c1178b33b3117408136bd8c8d3,7.16,1380,2017-07-07T00:45:00.000,22.25,,,
291,Dispatch Taxi Affiliation,,41.87400538,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",-87.66351755,28,1,8.5,Cash,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,c6d134b4154f45bc6ba23522e7a43d30845751164754dc6fab67f5a73926bdaf506c4adf3b8d9d004bb1ec97818ac000a330bb0f1a6e2ad730f2a82d733fb67e,0,0,2017-07-07T00:45:00.000,07e3c1a1b1281a2c3b8072c1388314f09a0efecc,2.1,420,2017-07-07T00:45:00.000,9.5,,,
292,Northwest Management LLC,,42.00962288,"{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",-87.67016686,1,0,28.5,Cash,,41.97882953,"{'type': 'Point', 'coordinates': [-87.771166703, 41.9788295262]}",-87.7711667,11,78a7a28fe001257044d5095fcb1ff7156a47411ff93cc5ea289fbb93cce4c7e0906431b65275bfc8211a8499f28ec8cb88ad009093e6f7317e11662ba1521b7a,0,0,2017-07-07T01:15:00.000,08fcee63b9e6d153ff148554998ae7246bff2608,9,2100,2017-07-07T00:45:00.000,28.5,,,
293,,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,1,8,Credit Card,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,354fafd255c37a15b0c8f6f67d810b3e5374f54ebbadb9ba170319e9df32e3745eb1a1f99568bede724b24a963e774e43fc04f971aebba2ae60693cb834e5e98,2,0,2017-07-07T00:45:00.000,09b82c1d1a36f17496858b792e2f794a9a7503ee,2.02,397,2017-07-07T00:45:00.000,11.5,,,
294,Northwest Management LLC,,42.00962288,"{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",-87.67016686,1,1,8.75,Cash,,41.9867118,"{'type': 'Point', 'coordinates': [-87.6634164054, 41.9867117999]}",-87.66341641,77,8e6b5a1cb68173598a370d35724cdf99878ed24be48cce8c6aab926e777232170d805f353e99be0b0561839d8abd6b41ba7203fd82b8c9d3e69245df9ece47f4,0,0,2017-07-07T01:00:00.000,0b7d7c85fad0cd08d4f940e6c8f83ae9332e32bb,2.3,600,2017-07-07T00:45:00.000,9.75,,,
295,Chicago Medallion Management,17031081202,41.90278805,"{'type': 'Point', 'coordinates': [-87.6261455896, 41.9027880476]}",-87.62614559,8,1,8.5,Cash,17031839100,41.88099447,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",-87.63274649,32,e9d0c584f8af78031f9ed6e84d9135c7ca3ba2fb691df65dd57fd6abea41eaa92396c2d48f86b316e2a01b0df5d16ae922286ccb29bb28c381c3957b3dcb5c3c,0,0,2017-07-07T00:45:00.000,1446e7695c3d1b05a12c71fd0f9b61bb86dff15b,2,420,2017-07-07T00:45:00.000,9.5,,,
296,Top Cab Affiliation,17031839100,41.88099447,"{'type': 'Point', 'coordinates': [-87.6327464887, 41.8809944707]}",-87.63274649,32,0,7.75,Cash,17031081600,41.89207264,"{'type': 'Point', 'coordinates': [-87.6288741572, 41.8920726347]}",-87.62887416,8,f2701208e420d05c34de4131a15848a786b13422bf58657339c2cdf0e5e8e371167a16e6194c198deec49146013c2e67c01a40c63d9ecf514a0ccc1ea673e4df,0,0,2017-07-07T01:00:00.000,1a1d39ad785a4d051e6e97d2f368e1bacdb95224,1.5,480,2017-07-07T00:45:00.000,7.75,,,
297,Taxi Affiliation Services,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,1,7.75,Credit Card,17031833000,41.88528132,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",-87.6572332,28,cae62043bb6569b65b89bf68a41c0000c2b257b17e17cff433619db4f98aaa954f9204b23c2f39c481d0b1e80b78c8325f98aa9ad1efb69bcbe1e68b853482a5,2,0,2017-07-07T01:00:00.000,1b895db20abf1c347da398db776d67a239114e2e,2,300,2017-07-07T00:45:00.000,10.75,,,
298,,,41.85026637,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}",-87.66756931,31,0,14.5,Cash,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,e22ecca874b73310f44c643c7a820a43df0c11f51620de463904d9caa4333c0983a5e93fe918ac5a3a737ed8e3adcf7225c9d0de8c7ee84e3a7f59eeab6e922b,0,0,2017-07-07T01:00:00.000,1c1f74f74104be3203fae51cf4eb4812f6eab9c7,4.7,740,2017-07-07T00:45:00.000,14.5,,,
299,Dispatch Taxi Affiliation,,41.94779159,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",-87.68383494,5,0,16.25,Credit Card,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,c5cd7a04432df078aafa276be681d31e3f9e9292c583b2a8cd24790f941acdf8d27c3b0ba972343b9ec93efa4e0d72729c8951ac7ef27c049251494986b41553,2,0,2017-07-07T01:00:00.000,2985e67aefd90708c55b427fac7e4ef28150cf69,5.4,780,2017-07-07T00:45:00.000,18.25,,,
300,Taxi Affiliation Services,17031320100,41.88498719,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",-87.62099291,32,0,7.5,Credit Card,17031281900,41.87925508,"{'type': 'Point', 'coordinates': [-87.642648998, 41.8792550844]}",-87.642649,28,9ff153898c75dbd960a207b660a71f92f79b666dcec98e18922f8f00bcabaa1138a0cbf70c2946647f65fedb7763759f4a6f6c71ebcf56d42002966d7c4df241,3,0,2017-07-07T01:00:00.000,2aae26501358f8a12e6e0bcaae259497cbf5ceef,1.6,360,2017-07-07T00:45:00.000,10.5,,,
301,Northwest Management LLC,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,1.5,6.75,Credit Card,17031280100,41.88530002,"{'type': 'Point', 'coordinates': [-87.6428084655, 41.8853000224]}",-87.64280847,28,1f7013cdde4f526253df066ec65f39c6c5d8b20782091c538136d3e0ba208c61c40c33224ff8dad905527b1488002153056d932f60ab4f494e90b4b3f59e6830,1,0,2017-07-07T00:45:00.000,3211ec9005152783126679c482d4cd31de4f999d,1.1,420,2017-07-07T00:45:00.000,9.25,,,
302,Dispatch Taxi Affiliation,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,0,3.25,Cash,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,64848e03709152785ab1f99953fe601c44acad3e49fc5a515fa5b448b2d1206bdcce453c32fad109c77c45194b793a37c085116a11014ef3f06eeb37647977c4,0,0,2017-07-07T00:45:00.000,3348f1a1e0d66335e76c9c8b529ba25628ea58ff,3,0,2017-07-07T00:45:00.000,3.25,,,
303,,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,0,12.25,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,aafe2cb9e0f06a82f8b995a8292190fed97bc4b41f04d324302715717b36fb8344ae543892dd932b1a4e4dc24d54b28f8a5e10de7a1a9d17fe329e282c7e478f,0,0,2017-07-07T01:00:00.000,38a8ef0ca25babc0f5309142db2cdf4f00c11f0f,3.7,720,2017-07-07T00:45:00.000,12.25,,,
304,Dispatch Taxi Affiliation,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,0,9,Credit Card,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,bd95c3ff6f1c2e98b999c76ac1573ea273c1aacd2ccc0b4227e4d3ea54dc1b56bab4f5175d93d35d13f8840362ce7a5844d64fd638f250a6723d4cfae125e6ab,3,0,2017-07-07T01:00:00.000,3c85b781cd263c3c5f5a7ef7549d27454689304e,2.3,540,2017-07-07T00:45:00.000,12,,,
305,Taxi Affiliation Services,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,0,7.5,Credit Card,17031833000,41.88528132,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",-87.6572332,28,71148daeb06be005641aa43faa7184854e47c4b48592b8a4cf8f61274dcbdb3a8956588bdafdc75b362bb19eb508c7cfa0956d2d724b96c61aa24aa0bdf4c779,1,0,2017-07-07T01:00:00.000,3da8f0fd7039065c924c41b79973736694ec3a5c,1.6,480,2017-07-07T00:45:00.000,8.5,,,
306,Dispatch Taxi Affiliation,,41.85026637,"{'type': 'Point', 'coordinates': [-87.667569312, 41.8502663663]}",-87.66756931,31,1,14.75,Cash,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,6016b0135a5b60e32ad2e80047a169b355ec28512797c85175a099d27327baf805c467047d492282c1d80e93ca6db2fda1011bc3629ed63e65024649b26cb8af,0,0,2017-07-07T01:00:00.000,455fee2db487b0e3701aa8074cd4d7eeca5f963b,4.7,780,2017-07-07T00:45:00.000,15.75,,,
307,,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,0,8.5,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,f42c343b2e5a642cf852ee906135b0c877481a9154453641617f6f841cf18e12034aacb687e7e5a4b735137074fc670e029007781414c678ae21f72bd4469b49,0,0,2017-07-07T00:45:00.000,462d51ee2976304e2ca324e362b5ef18dd2e09f2,1.94,541,2017-07-07T00:45:00.000,8.5,,,
308,Taxi Affiliation Services,,41.95358213,"{'type': 'Point', 'coordinates': [-87.7234523905, 41.9535821253]}",-87.72345239,16,0,21,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,54de73800c90a4d7e1cb98e1b47b865166c8e844582c5d6d78a319cd50222dc44a09660b3bf8f4ded4da53585a4e25d986cc4983648c19a086d0768ba2345ec1,0,0,2017-07-07T00:45:00.000,475efb38e96df4a0a754a756168a287b35ae6d0a,7.8,720,2017-07-07T00:45:00.000,21,,,
309,Dispatch Taxi Affiliation,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,4,40.25,Credit Card,,41.98026432,"{'type': 'Point', 'coordinates': [-87.913624596, 41.9802643146]}",-87.9136246,76,89c229a127e2f90f5fdcd277672799a390de6b854200149b4bd7be6998f9b4c80a3b93ee5e29f145ee0df89c8e14da874c703d6bbf81620a161313ad4cff21ab,8.85,0,2017-07-07T01:00:00.000,48d97495fcf0c74c584f760f28876d30798d46e0,16.3,1260,2017-07-07T00:45:00.000,53.1,,,
310,Northwest Management LLC,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,1,8.25,Credit Card,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,14c92115f22c1bdc2b430785fb7c6796765286b8e607644d1f0758762b87b80bf53dd85c6153046b98ef7a721f66a842501030938ce50cf833580a36e563a556,3,0,2017-07-07T00:45:00.000,4cfca9d9669b7ba3cb8907a453aa5c40c4c04ec6,2.1,420,2017-07-07T00:45:00.000,12.25,,,
311,Northwest Management LLC,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,0,9.5,Credit Card,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,111d9e472136f46b99422f1e976e81de485f57c2f7f3a8b134e1cb3d1c86d5781d5470a2e0b26695d49c86ac049f773e78051706d3c387a4b5a52310c77aab71,2,0,2017-07-07T01:00:00.000,64e0bd43b45d0eab79309650076f412f44332106,2.5,600,2017-07-07T00:45:00.000,11.5,,,
312,,,41.97517094,"{'type': 'Point', 'coordinates': [-87.6875155152, 41.9751709433]}",-87.68751552,4,0,5.75,Cash,,41.94779159,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",-87.68383494,5,f2c04e14b917f7c8c6be50d420acdf0509ce03f956dfffed476122a5ec6720f6a7165aaecc009ed3d179f3eec58fb84cb6c9030dfe32f8569f9bd58afe79be5f,0,0,2017-07-07T00:45:00.000,65960af47403279a1afeccfea74c57ee756b4ea2,1.09,235,2017-07-07T00:45:00.000,5.75,,,
313,,17031081700,41.89204214,"{'type': 'Point', 'coordinates': [-87.6318639497, 41.8920421365]}",-87.63186395,8,0,8,Cash,17031071500,41.91461629,"{'type': 'Point', 'coordinates': [-87.6317173661, 41.9146162864]}",-87.63171737,7,f68eb3233f3e33e98e337a0442bfe5eb660e6f58de5df0bf5950f92efae803e34c430d71038e2d6a0d2472595c305e4f54be0c42f946d3971af121f08734ac08,0,0,2017-07-07T00:45:00.000,66845090b734d67359cbe0f1396ab4b485755210,1.89,425,2017-07-07T00:45:00.000,8,,,
314,Choice Taxi Association,17031320100,41.88498719,"{'type': 'Point', 'coordinates': [-87.6209929134, 41.8849871918]}",-87.62099291,32,4,42.75,Credit Card,17031980000,41.97907082,"{'type': 'Point', 'coordinates': [-87.9030396611, 41.9790708201]}",-87.90303966,76,30aa74c8899a84ebf29da4659e9a50edd1324c50dc5683fc171b292df2b1a75b14938bbd9df55a2a8485fe55e98777aaa1093e544add2133e6a5116a6fb57c62,9.35,0,2017-07-07T01:15:00.000,691cff4df9cc4d2b4f265d7eb4473185cee76813,17.5,1260,2017-07-07T00:45:00.000,56.1,,,
315,Northwest Management LLC,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,1,9.5,Cash,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,b089c967bedb833ae9fbb66fa770fe579b7f46ea75099108034c4ec0f1ff0580e0eec633d99e38f7c8a97fc1b52a417dc4bfce0e6018bb0b688f653b18085d25,0,0,2017-07-07T01:00:00.000,6a5739000135bee4697e4ef8fccfa2d07f449a97,1.8,780,2017-07-07T00:45:00.000,10.5,,,
316,Northwest Management LLC,17031241400,41.90602597,"{'type': 'Point', 'coordinates': [-87.6753116216, 41.906025969]}",-87.67531162,24,0,9.75,Cash,17031081500,41.89250778,"{'type': 'Point', 'coordinates': [-87.6262149064, 41.8925077809]}",-87.62621491,8,111d9e472136f46b99422f1e976e81de485f57c2f7f3a8b134e1cb3d1c86d5781d5470a2e0b26695d49c86ac049f773e78051706d3c387a4b5a52310c77aab71,0,0,2017-07-07T00:45:00.000,6c4a3fcb591f91d2d0c33e473b20b732eeafd1e3,2.7,480,2017-07-07T00:45:00.000,9.75,,,
317,Dispatch Taxi Affiliation,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,0,8.5,Credit Card,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,02067270b6fc55c0f2676429a0eaefe8604f7d6bd0d6de91c5d36430ef97d5468d2117cf04146e918881eabe0b04fff23f97a9052f216963a3ab4caa6fe16dc3,0,0,2017-07-07T01:00:00.000,6f18c287a381db25c969d01836f4848e8beaf291,2.2,540,2017-07-07T00:45:00.000,8.5,,,
318,Northwest Management LLC,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,1,9.5,Credit Card,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,fd6d0bcebb6d873f590748d5f16717d261b8980edd7741499ca73c56d46e0475e8572075bffe4f6dc1a1c7c7d6a327988f80493fcb4303306fe71d370b75a095,2.1,0,2017-07-07T01:00:00.000,8073466252b2e9ee079e6397c5e2216f906bb22a,2.5,480,2017-07-07T00:45:00.000,12.6,,,
319,Choice Taxi Association,,41.94779159,"{'type': 'Point', 'coordinates': [-87.6838349425, 41.9477915865]}",-87.68383494,5,0,15.75,Cash,,41.87400538,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",-87.66351755,28,1febec10403e7978c9ca2790c5a32093ef0fe059ccc98d301782903498d1a0f3492f0ddb953e697bc5e94f3ff4b855078b4e43fe841f5bbb5ca02e700be6fd30,0,0,2017-07-07T01:00:00.000,8312e0dde43e1b2d74354ae12df3ad60469b0503,5.5,660,2017-07-07T00:45:00.000,15.75,,,
320,Taxi Affiliation Services,,41.90120699,"{'type': 'Point', 'coordinates': [-87.6763559892, 41.9012069941]}",-87.67635599,24,2,6.75,Credit Card,,41.87400538,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",-87.66351755,28,d0ba39e04fe58d59b3747ac97e858e6eaf3c2fb3e1422d7cfd89346806c130ace7ebc54c6188c18dc72ac15e3353890c0ef5a22455aa7cfee3453dfe523be798,2,0,2017-07-07T00:45:00.000,8835f68d7037946514bd6c7315392cf4015a1c2a,1.4,420,2017-07-07T00:45:00.000,10.75,,,
321,KOAM Taxi Association,17031081100,41.9002213,"{'type': 'Point', 'coordinates': [-87.6291051864, 41.9002212967]}",-87.62910519,8,2,8.75,Credit Card,17031320400,41.87740612,"{'type': 'Point', 'coordinates': [-87.6219716519, 41.8774061234]}",-87.62197165,32,88f8209072b1c11e826a6b860b5f6c8d202fa2c1e28101e842ce138452e4cddea6b92d810fa5b7263d8724b7353686aa0263a6eca709f0fef8fc7fa7caab138a,2.15,0,2017-07-07T01:00:00.000,8cfa396896fdf406fd7d20cd1f17be1d4de413a4,1.9,600,2017-07-07T00:45:00.000,12.9,,,
322,Northwest Management LLC,,42.00962288,"{'type': 'Point', 'coordinates': [-87.6701668569, 42.0096228806]}",-87.67016686,1,0,28.25,Credit Card,,41.87886558,"{'type': 'Point', 'coordinates': [-87.6251921424, 41.8788655841]}",-87.62519214,32,3d3472622ccc9f3a934b720530b57145b010f60cd2e91640020603fea7033d17010194626e79e196b96ff38b9f64345a8b9033aad496b6a208a2c97b1a4ca494,5.65,0,2017-07-07T01:15:00.000,8db424e9da9fb646ea8cea2e7dc67af6aff5f968,10.6,1380,2017-07-07T00:45:00.000,33.9,,,
323,,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,0,8,Credit Card,,41.89960211,"{'type': 'Point', 'coordinates': [-87.6333080367, 41.899602111]}",-87.63330804,8,f6db72e04ae8ef4d6fd82c21bacd9599a3487e7ba5b829bda6ea839de54142e2ec85d280a49af6305aa413dce1e87b5cc097acf6650b85f16efee35a7b054a7d,2,0,2017-07-07T00:45:00.000,8e82d53204790f4323d7ac538159632a22b3173e,2,394,2017-07-07T00:45:00.000,10.5,,,
324,Taxi Affiliation Services,,41.92268628,"{'type': 'Point', 'coordinates': [-87.6494887289, 41.9226862843]}",-87.64948873,7,0,12.75,Cash,,41.87400538,"{'type': 'Point', 'coordinates': [-87.6635175498, 41.874005383]}",-87.66351755,28,201dd896fb3943acb07f7140a45ba0b18d614813f6a7ef81a4b417e3b9bce416a1b7841a433bdb856bcfd5b314ac8fbad9858d90f8271325c3753301768c8f59,0,0,2017-07-07T01:00:00.000,9646db896d8ddb32d1d15f8756dee9b229d4869a,3.7,900,2017-07-07T00:45:00.000,12.75,,,
325,Dispatch Taxi Affiliation,17031833000,41.88528132,"{'type': 'Point', 'coordinates': [-87.6572331997, 41.8852813201]}",-87.6572332,28,0,8.75,Credit Card,17031081201,41.89915561,"{'type': 'Point', 'coordinates': [-87.6262105324, 41.8991556134]}",-87.62621053,8,df7107352b16af554b65971b6c25e55ee1f60ba73e93a0589c1bd941325fcb9650c8e7a88ccccf15552ef6817d106bcd487a7f1cd835a6c6f2b04cf5e224ab55,1,0,2017-07-07T00:45:00.000,9ba0478aaf67be21d281baee077a66f3fea674d9,2.1,540,2017-07-07T00:45:00.000,9.75,,,
326,Taxi Affiliation Services,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,0,7.25,Credit Card,,41.9442266,"{'type': 'Point', 'coordinates': [-87.6559981815, 41.9442266014]}",-87.65599818,6,dfe0b23f70d816bcd021cf8f279b99baa5173ebe381a208a998dd2a8b879a6d9cb40675cb988eebcb963e9ddbf79c1618810110e5422ba260d9677791efa2715,2,0,2017-07-07T00:45:00.000,9d445d09356cb58b93398d2aefa8acd09f185959,1.7,360,2017-07-07T00:45:00.000,9.25,,,
